node,centrality
alexa,0.6984399740042048
amazon,0.6663303477424568
talkradio,0.10145503398939394
apple,0.07896275667245539
tech,0.07448920920833617
google,0.0717508612820179
googlehome,0.0650773929868774
homeautomation,0.061147303000723595
jeffbezos,0.051894219069126855
camiq,0.051859968880236064
smarthome,0.04590744909584202
aws,0.039480468839297685
superbowl,0.036568443979797714
echo,0.033551230807610744
seo,0.032907156564575255
voice,0.032697745288106296
website,0.03232959599721876
amazonalexa,0.03036943232611956
googleassistant,0.030178283322904415
blog,0.027432168952164427
win,0.02714465764411395
iot,0.026738438112339367
privacy,0.02535987208863733
echodot,0.021479689285595127
cloudcomputing,0.01957499121947058
healthcare,0.018748868888738206
homepod,0.018599661469169568
prize,0.018529328368432674
siri,0.017954912161364453
intelligent,0.016765211796782673
home,0.01638718330294297
parenting,0.01564914150218558
fire,0.015018501613526622
virtualassistants,0.01477277945097011
enter,0.014754363958349665
cumbria,0.01452312856956833
reinvent,0.014448886081997143
morning,0.014391655105006326
podcast,0.014108698636555252
microsoft,0.013823269230695118
cortana,0.013613344260788328
chance,0.013534904691633872
bots,0.013085595948124007
chatbots,0.012872390637859853
shopping,0.012607709087956125
lakedistrict,0.012603851295523537
ifttt,0.012602849696695494
chatbot,0.012046434052802524
technews,0.011508137965749711
cloud,0.011037107257675873
holiday,0.01084246640539889
assistant,0.010803285774085502
digital,0.010785862748566286
realtor,0.010781402691150367
realtors,0.010605813871046728
cat,0.010442590383690172
comparison,0.010415305690624996
tunein,0.010358838372210074
enterprise,0.01013812144651489
tbt,0.009732098146585835
skills,0.009576305952503682
ai,0.00956566511948654
webtraffic,0.00935894157056658
dot,0.009231404591085122
throwbackthursday,0.008993889516102804
parties,0.00882293402790319
serp,0.00881519576017421
cx,0.008777294839328645
ecommerce,0.00874002497854863
it,0.008709140516356502
fiverrgig,0.00869433539399067
firetv,0.008327592862661945
lastgadget,0.008220087802741137
ar,0.008099572251246086
cybersecurity,0.008063286778496192
artificialintelligence,0.008017282708793058
priceless,0.007850782089295844
amazonecho,0.007811135264623902
save,0.007745753422971752
machinelearning,0.007562575976972894
smart,0.007531028987464521
voicefirst,0.007502913587311136
staging,0.0073779084100374275
news,0.007316992769539983
amazonprime,0.007315790212962286
smarthouseaz,0.007265047899824281
traffic,0.007183390285152109
music,0.007087640369672226
humor,0.006919087090680204
realestate,0.006654411057331021
people,0.006426813776150917
marketing,0.00636997071552451
prescientinfo,0.006340940139378502
interview,0.006302385071866588
mobile,0.006268189233037571
popular,0.006018499016107873
tesla,0.005778190766914555
lol,0.0056695729526661034
strain,0.00564655324201911
smartlife,0.005620983015956808
birthdays,0.005610818966579551
build2018,0.005609853721352513
rpa,0.005598906313155667
funny,0.0055962540787675066
networktools,0.005581132907664267
pandora,0.005513621710350567
nicebotskill,0.005459838096020044
nowplaying,0.005410091367860109
ml,0.005402785786345209
travel,0.005343993836206334
dementia,0.0053266054923107745
giveaway,0.005260940955613554
parrot,0.005237711076733797
grasmere,0.00522590386363548
fintech,0.0052229637842715025
alzheimers,0.005129937771606607
facebook,0.005127737119995731
virtual,0.005124036092021688
msbuild,0.005098156920527044
itunes,0.005082613369084591
maga,0.005076870391458542
historicalfiction,0.005064197654279467
interiordesigners,0.005061722727708047
